Object ID	Total Intensity 53BP1 647	Mean Intensity 53BP1 647	Area 	Center X 	Center Y 	Parent Object ID (MO)	Parent Trace ID
18060	7285	158.36957	46	1044	1439	24274	-1
18061	22839	285.48749	80	255.5	1409.5	24275	-1
18062	2028	156	13	254	1419	24275	-1
18063	2422	161.46666	15	243.5	1421.5	24275	-1
18064	2644	155.52942	17	1205.5	1462.5	24281	-1
18065	7095	253.39285	28	304	1442	24283	-1
18066	47449.996	320.60809	148	1814.5	1457.5	24284	-1
18067	9546	161.79662	59	518	1515.5	24288	-1
18068	3153	157.64999	20	519	1524	24288	-1
18069	50753.996	338.35999	150	1791.5	1522.5	24289	-1
18070	3711	161.34782	23	2016.5	1561	24291	-1
18071	10526	194.92592	54	2042	1590.5	24291	-1
18072	3660.0002	174.28572	21	429	1570	24292	-1
18073	31167	169.38586	184	434	1582	24292	-1
18074	12242	180.02942	68	1848.5	1590.5	24294	-1
18075	58297.004	594.86737	98	549.5	1591	24296	-1
18076	2972	156.42105	19	354	1621	24298	-1
18077	33297	173.42188	192	344.5	1627.5	24298	-1
18078	6167	205.56667	30	330.5	1627	24298	-1
18079	1630	163	10	347	1641	24298	-1
18080	20245	170.12605	119	1247.5	1620.5	24300	-1
18081	3275	172.36842	19	1257	1660.5	24300	-1
18082	6253	183.91176	34	1080.5	1695	24303	-1
18083	14539	161.54445	90	983.5	1671.5	24304	-1
18084	1693	153.90909	11	974.5	1676.5	24304	-1
18085	1706	155.09091	11	951.5	1676.5	24304	-1
18086	18529	161.12173	115	943	1688.5	24304	-1
18087	17199	156.35454	110	1561.5	1714.5	24309	-1
18088	4967	155.21875	32	1560	1734.5	24309	-1
18089	2636	155.05882	17	1160.5	1735.5	24310	-1
18090	2936	154.52632	19	1257	1757	24312	-1
18091	16131	156.61165	103	1456.5	1761	24315	-1
18092	2328	155.2	15	1462.5	1778.5	24315	-1
18093	3441.0002	181.10527	19	86.5	1757	24317	-1
18094	4276	237.55556	18	102.5	1767.5	24317	-1
18095	5912	227.38461	26	106	1782.5	24317	-1
18096	6104	210.48276	29	88	1789	24317	-1
18097	17768	161.52727	110	1619.5	1763.5	24318	-1
18098	1821	165.54546	11	1604	1775.5	24318	-1
18099	4674	155.8	30	1616.5	1777	24318	-1
18100	6757	168.925	40	1602.5	1786.5	24318	-1
18101	17828	157.76991	113	1733.5	1791.5	24320	-1
18102	2554	170.26666	15	814	1815	24321	-1
18103	3082	154.10001	20	2044.5	1810.5	24322	-1
18104	50955	316.49069	161	1924.5	1818	24323	-1
18105	2685	157.94118	17	171.5	1832	24326	-1
18106	16745	159.4762	105	1754	1847.5	24328	-1
18107	1916	159.66667	12	1433	1865.5	24329	-1
18108	17409	174.09	100	839	1861.5	24331	-1
18109	2861	168.29411	17	850.5	1863.5	24331	-1
18110	2625	154.41176	17	856	1873	24331	-1
18111	3949	188.04762	21	833	1876.5	24331	-1
18112	12721	176.68056	72	1256	1865	24333	-1
18113	16526	165.25999	100	1256.5	1876	24333	-1
18114	9893	173.5614	57	1234	1872.5	24333	-1
18115	1534	153.39999	10	1256	1883	24333	-1
18116	3253	171.21053	19	1256.5	1891.5	24333	-1
18117	24734	170.57932	145	1671	1885.5	24336	-1
18118	2042	185.63637	11	286	1891.5	24339	-1
18119	4023	211.73685	19	285.5	1932.5	24339	-1
18120	6226	177.88571	35	351.5	1906	24341	-1
18121	1789	178.89999	10	347.5	1928	24341	-1
18122	2345	167.5	14	763.5	1918.5	24345	-1
18123	22758	163.72662	139	1272.5	1946	24350	-1
18124	3577	188.26315	19	1303.5	1948.5	24350	-1
18125	6308	197.125	32	1281	1962.5	24350	-1
18126	20594	343.23334	60	149	1947.5	24352	-1
18127	19241	171.79465	112	551	1970	24355	-1
18128	16987	204.66264	83	398	1991.5	24359	-1
18129	2057	171.41667	12	417	1999	24359	-1
18130	4621	192.54167	24	391	2017.5	24359	-1
18131	7079	176.97501	40	1179.5	2014.5	24360	-1
18132	3641	158.30435	23	1213	2014	24360	-1
18133	2596	185.42857	14	282.5	2026	24363	-1
18134	12384	242.82353	51	302.5	2031	24363	-1
18135	7172	224.125	32	263.5	2044.5	24363	-1
18136	24978	158.08861	158	1476	2041	24366	-1
18137	1999	166.58333	12	162	2036	24368	-1
18138	26820	195.76642	137	1037	2043.5	24369	-1
18139	27312	185.79591	147	827	4	24373	-1
18140	4710	174.44444	27	1274	2.5	24374	-1
18141	11194	233.20833	48	1247.5	8.5	24374	-1
18142	20559	354.46552	58	68	28.5	24377	-1
18143	10935	165.68182	66	1939	26.5	24378	-1
18144	2842	157.88889	18	1932.5	31.5	24378	-1
18145	4713	157.10001	30	1913.5	42	24378	-1
18146	5876	158.81081	37	1928	78.5	24386	-1
18147	19135	236.23457	81	38.5	101	24390	-1
18148	54392.996	302.18332	180	1925	104.5	24391	-1
18149	4916	158.58064	31	1706.5	141	24395	-1
18150	2292	163.71428	14	1698	159.5	24395	-1
18151	3900.9998	156.03999	25	1705.5	171.5	24395	-1
18152	2269	174.53847	13	191	149.5	24396	-1
18153	7125	203.57143	35	209.5	153.5	24396	-1
18154	1928	192.8	10	216	161	24396	-1
18155	2074	172.83333	12	894	184	24399	-1
18156	20845	160.34616	130	1148	178.5	24401	-1
18157	19537	160.13934	122	1162.5	181	24401	-1
18158	5541	158.31429	35	1146	192	24401	-1
18159	1601	160.10001	10	1160	194	24401	-1
18160	5048	162.83871	31	1131.5	198.5	24401	-1
18161	8988	166.44444	54	29	217.5	24402	-1
18162	2735	182.33333	15	1889.5	193	24404	-1
18163	4961	206.70833	24	965.5	220	24405	-1
18164	8941	207.93024	43	717.5	231	24409	-1
18165	7030	180.25641	39	718	245.5	24409	-1
18166	14542.999	161.58888	90	729	265.5	24409	-1
18167	15663.001	159.82654	98	493.5	306	24414	-1
18168	1844	167.63637	11	661.5	313	24416	-1
18169	1960.9999	178.27272	11	555	330	24418	-1
18170	1999	166.58333	12	908.5	372.5	24419	-1
18171	7213.0005	160.28889	45	1199	347	24422	-1
18172	6945	157.84091	44	103.5	359.5	24424	-1
18173	5898	163.83333	36	98	368.5	24424	-1
18174	2475	154.6875	16	89	375.5	24424	-1
18175	4657	160.58621	29	96.5	379.5	24424	-1
18176	11420.001	160.84508	71	562.5	394.5	24432	-1
18177	1878	156.5	12	575.5	394	24432	-1
18178	3982	181	22	539.5	404.5	24432	-1
18179	3327	166.35001	20	553.5	408.5	24432	-1
18180	2765	184.33333	15	636.5	417	24433	-1
18181	3160	166.3158	19	835	435.5	24434	-1
18182	2977	156.6842	19	1204.5	479.5	24443	-1
18183	1851	154.25	12	1191	480	24443	-1
18184	1691.0001	153.72728	11	1201	488.5	24443	-1
18185	19885	342.84482	58	1176	500	24443	-1
18186	67897	547.55646	124	742	488.5	24444	-1
18187	3049	152.45	20	698	520	24445	-1
18188	3572	188	19	593	526.5	24450	-1
18189	7488	159.31915	47	612.5	532.5	24450	-1
18190	16774	164.45097	102	592.5	540	24450	-1
18191	7682.0005	150.62746	51	603	537.5	24450	-1
18192	4567	157.48276	29	603.5	543	24450	-1
18193	3059	161	19	346.5	542	24451	-1
18194	14993	161.21506	93	1911.5	533.5	24453	-1
18195	23086	235.57143	98	866	574.5	24458	-1
18196	2066	158.92308	13	1066	582.5	24460	-1
18197	4139	172.45833	24	1027	589	24460	-1
18198	2764	162.58824	17	1038	600.5	24460	-1
18199	11777	159.14865	74	1052	608.5	24460	-1
18200	5067	158.34375	32	1035	608	24460	-1
18201	1554	155.39999	10	1263	613	24462	-1
18202	2968	156.21053	19	1252	619	24462	-1
18203	4671	179.65384	26	1265	623	24462	-1
18204	2164	154.57143	14	1532.5	658	24466	-1
18205	6167	158.1282	39	1526	663.5	24466	-1
18206	7754	193.85001	40	1137.5	660.5	24468	-1
18207	4849	156.41936	31	1152.5	664	24468	-1
18208	8482	163.11539	52	1141	669.5	24468	-1
18209	7305.9995	260.92856	28	1145	679	24468	-1
18210	13881	159.55173	87	1718	673	24470	-1
18211	3252.9998	154.90475	21	1717.5	685	24470	-1
18212	2466	154.125	16	1712.5	687	24470	-1
18213	2069	172.41667	12	359	708	24472	-1
18214	6668	170.97437	39	747	726	24473	-1
18215	2304	164.57143	14	766	737	24473	-1
18216	1883	171.18182	11	758	737	24473	-1
18217	5025	167.5	30	1527.5	720.5	24474	-1
18218	1920	160	12	884.5	746.5	24475	-1
18219	9909	202.22449	49	867.5	759	24475	-1
18220	80924	842.95831	96	555.5	721.5	24476	-1
18221	1772	161.09091	11	1199	763	24479	-1
18222	9175	169.90741	54	2045	759	24480	-1
18223	16397	162.34653	101	2042	769.5	24480	-1
18224	16104	374.51163	43	470	741	24481	-1
18225	1587	158.7	10	726.5	785	24483	-1
18226	10503	156.7612	67	1648.5	769.5	24484	-1
18227	111963	731.7843	153	561	781.5	24487	-1
18228	3037	159.8421	19	1478.5	802.5	24489	-1
18229	4158	166.32001	25	1483.5	816	24489	-1
18230	3398	154.45454	22	1470	819.5	24489	-1
18231	4323	180.125	24	34	788.5	24490	-1
18232	3034	189.625	16	23.5	792.5	24490	-1
18233	6482	185.2	35	16.5	798.5	24490	-1
18234	3916	217.55556	18	45.5	800	24490	-1
18235	4837	219.86363	22	25.5	817	24490	-1
18236	11421	160.85916	71	383	839	24492	-1
18237	5897	184.28125	32	388.5	857.5	24492	-1
18238	10580	173.44263	61	94	827.5	24495	-1
18239	7302	202.83333	36	103	832	24495	-1
18240	8953	255.8	35	84.5	840.5	24495	-1
18241	2591	185.07143	14	94	840	24495	-1
18242	16567	164.02971	101	690.5	832	24498	-1
18243	2260	161.42857	14	647	831.5	24500	-1
18244	2064	158.76923	13	886	839	24502	-1
18245	1746.0001	158.72728	11	901	842	24502	-1
18246	2248	160.57143	14	895	846	24502	-1
18247	2230	171.53847	13	874.5	853	24502	-1
18248	4581	169.66667	27	232	865	24503	-1
18249	1649	164.89999	10	1109.5	862.5	24504	-1
18250	3482	165.80952	21	745.5	862	24505	-1
18251	5732	163.77142	35	743	869	24505	-1
18252	1695	154.09091	11	736.5	871	24505	-1
18253	3368	198.11765	17	1010.5	892.5	24506	-1
18254	1785	178.5	10	1023	892	24506	-1
18255	5369	178.96666	30	1006	904	24506	-1
18256	2604	173.60001	15	997.5	906	24506	-1
18257	25743	157.93251	163	1557.5	894	24508	-1
18258	106091	809.85498	131	1331.5	885.5	24510	-1
18259	2714	180.93333	15	1299	907.5	24510	-1
18260	10975	211.05769	52	1801.5	905	24512	-1
18261	26961	171.72612	157	288	908.5	24513	-1
18262	1577	157.7	10	275.5	925	24513	-1
18263	138399	717.09326	193	1141.5	967.5	24522	-1
18264	2242	186.83333	12	1154	968.5	24522	-1
18265	8295	230.41667	36	1905	966.5	24524	-1
18266	3322	184.55556	18	1064	968	24525	-1
18267	2907	171	17	1025.5	971.5	24525	-1
18268	4576	190.66667	24	1058.5	974	24525	-1
18269	3449	191.61111	18	1048	983.5	24525	-1
18270	8758	182.45833	48	13	976.5	24526	-1
18271	8791	179.40816	49	319	972	24527	-1
18272	7221	206.31429	35	1799.5	988	24528	-1
18273	3918	206.21053	19	1767.5	994.5	24528	-1
18274	12925.999	157.63414	82	676	982.5	24531	-1
18275	10064	159.74603	63	658.5	987.5	24531	-1
18276	12388	294.95239	42	673	1009	24531	-1
18277	2948	155.1579	19	1500.5	1000	24532	-1
18278	2955	173.82353	17	873.5	986.5	24534	-1
18279	8418	191.31818	44	843.5	1020	24534	-1
18280	14347	247.36208	58	966.5	999	24535	-1
18281	3896	185.5238	21	973.5	1011	24535	-1
18282	5072	174.89655	29	978.5	1019.5	24535	-1
18283	1582	158.2	10	1642	1007.5	24538	-1
18284	1883	171.18182	11	550.5	1023.5	24539	-1
18285	2957	155.63158	19	539.5	1029	24539	-1
18286	10145	177.98245	57	1807.5	1039	24541	-1
18287	2991	166.16667	18	1792.5	1039.5	24541	-1
18288	89967.992	573.04456	157	1785.5	1045.5	24541	-1
18289	2161	154.35715	14	1796	1051	24541	-1
18290	1827	166.09091	11	1232.5	1044	24542	-1
18291	14490	168.48837	86	1134	1049.5	24544	-1
18292	8508	170.16	50	1123.5	1052	24544	-1
18293	2338	155.86667	15	299.5	1059.5	24545	-1
18294	1554	155.39999	10	293.5	1062.5	24545	-1
18295	7592	180.7619	42	1042.5	1093.5	24546	-1
18296	2459	153.6875	16	554.5	1087.5	24549	-1
18297	2197	156.92857	14	558	1095.5	24549	-1
18298	44015	251.51428	175	1720	1081	24551	-1
18299	4979	226.31818	22	1730.5	1084.5	24551	-1
18300	2280	175.38461	13	1239	1090	24552	-1
18301	1715	155.90909	11	1313	1108	24553	-1
18302	1869	155.75	12	1655	1131.5	24555	-1
18303	17454	200.6207	87	1646	1137.5	24555	-1
18304	7672	182.66667	42	1122.5	1123.5	24556	-1
18305	6529	204.03125	32	725	1135	24561	-1
18306	38210	460.36145	83	164.5	1114.5	24563	-1
18307	19935	284.78571	70	186.5	1137	24563	-1
18308	6430	178.61111	36	174.5	1147.5	24563	-1
18309	14893	204.0137	73	1569	1158	24564	-1
18310	3278	192.82353	17	1551.5	1162.5	24564	-1
18311	2215	158.21428	14	1202.5	1130	24566	-1
18312	36146	233.2	155	1202	1140	24566	-1
18313	2325	178.84616	13	554	1175.5	24568	-1
18314	2526	180.42857	14	660	1149.5	24569	-1
18315	3015	188.4375	16	667.5	1163.5	24569	-1
18316	2197	169	13	654.5	1182	24569	-1
18317	9282	250.86487	37	1094.5	1168.5	24571	-1
18318	4823	155.58064	31	286.5	1179.5	24573	-1
18319	3777	157.375	24	274	1183	24573	-1
18320	13688	157.33333	87	273	1191.5	24573	-1
18321	2347	156.46666	15	289	1196.5	24573	-1
18322	117270	820.06995	143	208.5	1170	24574	-1
18323	11479	266.95349	43	1315.5	1192.5	24578	-1
18324	4246	163.30769	26	1297.5	1203.5	24578	-1
18325	4323	172.92	25	1303	1211	24578	-1
18326	47097	370.84253	127	1203.5	1185.5	24579	-1
18327	1890	157.5	12	1916	1192	24581	-1
18328	2348	167.71428	14	467.5	1213.5	24582	-1
18329	62945	428.19727	147	1121	1204.5	24585	-1
18330	35567	329.32407	108	1109.5	1212.5	24585	-1
18331	5851	162.52777	36	391.5	1215	24587	-1
18332	3131	195.6875	16	1493.5	1227	24588	-1
18333	33632	442.52631	76	986.5	1216	24590	-1
18334	3698	194.63158	19	994.5	1229.5	24590	-1
18335	2925	195	15	979.5	1230.5	24590	-1
18336	16366	163.66	100	837.5	1246.5	24591	-1
18337	2773	163.11765	17	833.5	1255.5	24591	-1
18338	48585	458.34906	106	1045.5	1244	24592	-1
18339	3262	155.33333	21	758.5	1246.5	24594	-1
18340	92430	516.36871	179	766.5	1259.5	24594	-1
18341	112522	583.01556	193	610.5	1267	24596	-1
18342	2161	154.35715	14	1187	1261	24597	-1
18343	11980	292.19513	41	640.5	1263.5	24600	-1
18344	79273	689.33044	115	640	1273	24600	-1
18345	41888	310.28149	135	478	1291	24604	-1
18346	1997	153.61539	13	1973	1290	24607	-1
18347	2966	164.77777	18	919.5	1321	24609	-1
18348	83672	526.23901	159	785	1312.5	24610	-1
18349	7466.9995	162.32608	46	525.5	1334	24617	-1
18350	2727	160.41176	17	517.5	1332	24617	-1
18351	2521	180.07143	14	727	1345.5	24619	-1
18352	3779	209.94444	18	734.5	1350.5	24619	-1
18353	5316	241.63637	22	717	1365.5	24619	-1
18354	2945	163.61111	18	1738.5	1364.5	24624	-1
18355	1824	152	12	1750	1395	24624	-1
18356	15264.001	169.60001	90	1755	1402	24624	-1
18357	1688	153.45454	11	1122.5	1406	24629	-1
18358	5296	203.69231	26	419	1395.5	24631	-1
18359	4043	224.61111	18	412.5	1414.5	24631	-1
18360	2930	162.77777	18	535.5	1425	24632	-1
18361	3546	177.3	20	683.5	1392	24635	-1
18362	3751	163.08696	23	779.5	1439.5	24641	-1
18363	3737	162.47826	23	617.5	1438.5	24644	-1
18364	7403	157.51064	47	622	1448	24644	-1
18365	5327	177.56667	30	617	1470	24644	-1
18366	4323	180.125	24	1016	1442	24646	-1
18367	1597	159.7	10	1157.5	1469.5	24647	-1
18368	3194	187.88235	17	76	1534.5	24654	-1
18369	16012.001	177.91112	90	1617.5	1495	24655	-1
18370	8838	180.36734	49	1616	1504	24655	-1
18371	4178	208.89999	20	1311	1535	24656	-1
18372	2468	154.25	16	708.5	1501	24658	-1
18373	1665	166.5	10	719	1499.5	24658	-1
18374	15903.999	163.95876	97	709	1514	24658	-1
18375	1715	155.90909	11	721.5	1515	24658	-1
18376	16572	197.28572	84	701.5	1527.5	24658	-1
18377	6908	197.37143	35	715.5	1526.5	24658	-1
18378	14873	181.37805	82	5	1500.5	24659	-1
18379	9955	177.76785	56	4	1518.5	24659	-1
18380	2499	178.5	14	13.5	1525	24659	-1
18381	24214.002	175.46378	138	5.5	1533.5	24659	-1
18382	1813	181.3	10	599	1504	24660	-1
18383	2798	174.875	16	585	1506	24660	-1
18384	3939	171.26086	23	580.5	1511.5	24660	-1
18385	2433	173.78572	14	594	1516	24660	-1
18386	3043	160.1579	19	570	1521.5	24660	-1
18387	2161	180.08333	12	596	1527	24660	-1
18388	1699	169.89999	10	572	1538	24660	-1
18389	7763	168.76086	46	600	1540.5	24660	-1
18390	36664	200.34973	183	1644.5	1525	24664	-1
18391	2560	160	16	964	1548	24665	-1
18392	1729.9999	157.27272	11	804.5	1547.5	24667	-1
18393	13194	235.60715	56	802	1551.5	24667	-1
18394	23629	454.40384	52	785.5	1560	24667	-1
18395	12663	158.28751	80	1603	1555	24671	-1
18396	21365	168.22835	127	311	1554.5	24674	-1
18397	1921	160.08333	12	299	1557	24674	-1
18398	32538.002	172.15874	189	325	1566.5	24674	-1
18399	2013	167.75	12	300.5	1569	24674	-1
18400	2174	167.23077	13	311.5	1576	24674	-1
18401	8999	157.8772	57	1535	1567.5	24676	-1
18402	14948	160.73119	93	1532	1583.5	24676	-1
18403	9053	301.76666	30	802	1589.5	24680	-1
18404	7963	221.19444	36	227.5	1581.5	24684	-1
18405	2564	160.25	16	1372	1587.5	24685	-1
18406	68533	398.44766	172	489.5	1618	24687	-1
18407	34276	418	82	847	1618	24691	-1
18408	14578	383.63159	38	837.5	1620	24691	-1
18409	47409	398.39496	119	769	1625	24695	-1
18410	11075	165.29851	67	758	1633	24695	-1
18411	2358	168.42857	14	770	1640.5	24695	-1
18412	4143	172.625	24	1403	1634	24697	-1
18413	3963	172.30435	23	1413	1644	24697	-1
18414	2275	206.81818	11	1012	1631	24698	-1
18415	3970	208.94737	19	708	1674	24701	-1
18416	97638	728.64178	134	547.5	1647	24702	-1
18417	6902	265.46155	26	1204	1668	24706	-1
18418	1762.9999	160.27272	11	1193.5	1697.5	24706	-1
18419	65946	594.10809	111	185	1696	24711	-1
18420	42966	511.5	84	182	1709.5	24711	-1
18421	8937	162.49091	55	998.5	1710	24712	-1
18422	15504.999	158.21428	98	352	1722	24716	-1
18423	2385	159	15	366.5	1731.5	24716	-1
18424	90177	527.35089	171	1065.5	1721	24717	-1
18425	32369	414.98718	78	1044.5	1736	24717	-1
18426	3299.0002	157.09525	21	1738	1715.5	24718	-1
18427	2898	170.47058	17	1750.5	1719.5	24718	-1
18428	1852	168.36363	11	263	1725.5	24720	-1
18429	4675	173.14815	27	904.5	1730.5	24721	-1
18430	19895	296.94031	67	914	1748	24721	-1
18431	1583	158.3	10	902.5	1751	24721	-1
18432	2230	159.28572	14	1432.5	1747	24722	-1
18433	19788	159.58064	124	2042.5	1751	24724	-1
18434	8323	177.08511	47	1314.5	1762	24729	-1
18435	2237	159.78572	14	1956.5	1774	24731	-1
18436	6038	172.51428	35	1965	1781	24731	-1
18437	7397	172.02325	43	1985	1792.5	24731	-1
18438	14232	180.1519	79	884.5	1761.5	24732	-1
18439	6430	160.75	40	874.5	1769	24732	-1
18440	2310	154	15	881.5	1769.5	24732	-1
18441	5195	157.42424	33	898.5	1771.5	24732	-1
18442	3225	161.25	20	905	1778.5	24732	-1
18443	2063	171.91667	12	1166.5	1789	24737	-1
18444	60688	583.53845	104	791.5	1792	24738	-1
18445	7477	213.62857	35	792	1814.5	24738	-1
18446	12181	169.18056	72	954.5	1822	24740	-1
18447	1600	160	10	941.5	1831	24740	-1
18448	68153	851.91248	80	589	1793.5	24741	-1
18449	13243	159.55421	83	577.5	1799.5	24741	-1
18450	16413	165.78787	99	577.5	1810	24741	-1
18451	2898	161	18	287	1841.5	24743	-1
18452	32498	312.48077	104	1519.5	1816.5	24745	-1
18453	1771	161	11	679.5	1815.5	24746	-1
18454	2401	160.06667	15	683.5	1856.5	24750	-1
18455	8899	164.7963	54	1240	1862	24751	-1
18456	2058	158.30769	13	1237.5	1868.5	24751	-1
18457	4287	178.625	24	396.5	1887	24752	-1
18458	5372	191.85715	28	600	1870	24755	-1
18459	3789	199.42105	19	606.5	1875.5	24755	-1
18460	1686	168.60001	10	578.5	1903	24755	-1
18461	4921	169.68965	29	1872.5	1895	24760	-1
18462	84682	525.97516	161	1549.5	1887.5	24761	-1
18463	2188	168.30769	13	223.5	1911	24762	-1
18464	3165	226.07143	14	1348	1886.5	24766	-1
18465	4045	224.72223	18	1357.5	1893.5	24766	-1
18466	3031	168.38889	18	1346.5	1897.5	24766	-1
18467	1817.9999	165.27272	11	1352.5	1897	24766	-1
18468	8781	199.56818	44	1400.5	1918.5	24769	-1
18469	24810.998	162.16339	153	454	1920	24770	-1
18470	7702	163.87234	47	437.5	1926.5	24770	-1
18471	3141	165.3158	19	445	1929.5	24770	-1
18472	7515	167	45	1084	1946.5	24774	-1
18473	2782	154.55556	18	543.5	1976	24776	-1
18474	2048	157.53847	13	817	1989.5	24784	-1
18475	2190	156.42857	14	341.5	2005	24785	-1
18476	2057	158.23077	13	1804	1991	24787	-1
18477	2541	169.39999	15	440	2028.5	24788	-1
18478	27847	160.96532	173	857	1999	24790	-1
18479	5563	154.52777	36	1662.5	2005.5	24794	-1
18480	3102	155.10001	20	1651.5	2013.5	24794	-1
18481	5127	176.79311	29	227	2011	24795	-1
18482	3391	169.55	20	234	2009.5	24795	-1
18483	1758	159.81818	11	242.5	2016.5	24795	-1
18484	4766	170.21428	28	260	2022.5	24795	-1
18485	1740	158.18182	11	249	2024	24795	-1
18486	7565	260.86206	29	264	2029	24795	-1
18487	3428	163.2381	21	258	2032.5	24795	-1
18488	8686	170.31372	51	252	2037.5	24795	-1
18489	15030.001	165.16484	91	662.5	2014	24796	-1
18490	7064	181.1282	39	679.5	2009	24796	-1
18491	8771	203.97675	43	669	2022	24796	-1
18492	10614	176.89999	60	656.5	2029	24796	-1
18493	6237	201.19354	31	651	2026.5	24796	-1
18494	3968	264.53333	15	658.5	2043	24796	-1
18495	3542.9998	154.04347	23	1075	2012	24797	-1
18496	3151.9998	165.89473	19	454	6.5	24807	-1
18497	1683	153	11	777.5	3	24809	-1
18498	3733	155.54167	24	786.5	3.5	24809	-1
18499	10330	156.51515	66	798.5	7.5	24809	-1
18500	22012	170.63567	129	809.5	8.5	24809	-1
18501	3730	177.61905	21	781	10.5	24809	-1
18502	1722	156.54546	11	777.5	15.5	24809	-1
18503	74248	508.54794	146	913.5	11.5	24810	-1
18504	2373	182.53847	13	904.5	28	24810	-1
18505	3636	202	18	1311	12	24814	-1
18506	4733	205.78261	23	749	79.5	24823	-1
18507	2052	157.84616	13	463	116.5	24832	-1
18508	4181	167.24001	25	449	121.5	24832	-1
18509	1833	152.75	12	461.5	122.5	24832	-1
18510	11556	158.30138	73	475	132.5	24832	-1
18511	3449	202.88235	17	296	121	24834	-1
18512	2849	158.27777	18	297	137.5	24834	-1
18513	14645	215.36765	68	308	148	24834	-1
18514	12595	157.4375	80	1922.5	153	24839	-1
18515	4645	154.83333	30	1915	160	24839	-1
18516	7243	172.45238	42	810	142	24841	-1
18517	3654	174	21	783.5	160	24841	-1
18518	1753	159.36363	11	962	171.5	24842	-1
18519	2214	170.30769	13	893.5	153.5	24844	-1
18520	9232	192.33333	48	865	184.5	24844	-1
18521	5661	161.74286	35	1290.5	233.5	24851	-1
18522	1876	170.54546	11	140.5	228	24857	-1
18523	24214	161.42667	150	1024	241	24862	-1
18524	12408	203.40984	61	1037.5	256	24862	-1
18525	1846	167.81818	11	1039	267	24862	-1
18526	5741	239.20833	24	321.5	254	24863	-1
18527	3135	156.75	20	642.5	236.5	24864	-1
18528	1908	159	12	637	250	24864	-1
18529	17625	163.19444	108	1788.5	300.5	24869	-1
18530	1954	177.63637	11	1728	324	24873	-1
18531	2745	161.47058	17	284	297.5	24876	-1
18532	3540	153.91304	23	407	314.5	24878	-1
18533	1992	166	12	419	317.5	24878	-1
18534	2304	153.60001	15	426	325.5	24878	-1
18535	2779	163.47058	17	415	327.5	24878	-1
18536	4435	158.39285	28	424	333	24878	-1
18537	1704	170.39999	10	427	347.5	24878	-1
18538	2893	180.8125	16	361	406.5	24894	-1
18539	7923.0005	158.46001	50	43.5	396.5	24896	-1
18540	7726.9995	154.53999	50	60	403	24896	-1
18541	3514.0002	159.72728	22	999	429.5	24897	-1
18542	4438	177.52	25	993.5	435	24897	-1
18543	1812	181.2	10	999.5	442	24897	-1
18544	3382	161.04762	21	1026.5	453	24902	-1
18545	8954	194.65218	46	762.5	465	24903	-1
18546	1859	169	11	252	447	24904	-1
18547	2489	155.5625	16	1134	447	24905	-1
18548	2173	167.15384	13	620.5	438.5	24906	-1
18549	1725	156.81818	11	618.5	444.5	24906	-1
18550	3468	182.52632	19	621.5	486.5	24906	-1
18551	74556	866.93024	86	459	462	24908	-1
18552	2415	161	15	507.5	473.5	24908	-1
18553	3250	216.66667	15	493	496.5	24908	-1
18554	3540	186.3158	19	879	467	24909	-1
18555	20117	319.31747	63	853	490	24909	-1
18556	11852	162.35617	73	2.5	473.5	24910	-1
18557	1561	156.10001	10	73.5	497	24912	-1
18558	2744	161.41176	17	101	509.5	24912	-1
18559	3415	162.61905	21	1908.5	522	24914	-1
18560	7747	154.94	50	1125	557.5	24919	-1
18561	2035.0001	156.53847	13	1141	572	24919	-1
18562	116931	653.24579	179	897	572	24921	-1
18563	55147	399.61594	138	879	571.5	24921	-1
18564	5551	191.41379	29	186	590	24924	-1
18565	5802	214.88889	27	427.5	597.5	24928	-1
18566	3824	159.33333	24	901	615.5	24931	-1
18567	80486	484.85541	166	99	637	24935	-1
18568	3152	210.13333	15	107.5	652.5	24935	-1
18569	9470	160.50847	59	1999	643.5	24936	-1
18570	27226	161.10059	169	747.5	668.5	24943	-1
18571	45309	423.44861	107	1816	676	24946	-1
18572	34897	270.51938	129	1835	696.5	24946	-1
18573	3617	157.26086	23	447	722	24948	-1
18574	2456	163.73334	15	439	723	24948	-1
18575	2905	161.38889	18	847.5	688.5	24949	-1
18576	3700	160.86957	23	857.5	692	24949	-1
18577	6417.9995	168.89473	38	846.5	697.5	24949	-1
18578	10655	169.12698	63	865	700	24949	-1
18579	1599	159.89999	10	1946	730	24953	-1
18580	80890	594.77942	136	739	738	24954	-1
18581	13643	368.72974	37	252.5	734.5	24956	-1
18582	3613	212.52942	17	389.5	767.5	24959	-1
18583	2180	167.69231	13	929	775	24960	-1
18584	17114	316.92593	54	292	787.5	24962	-1
18585	7983	199.575	40	1514	762	24963	-1
18586	73161	590.00806	124	10.5	777	24964	-1
18587	1874	187.39999	10	19	791.5	24964	-1
18588	13077	225.46552	58	5	799	24964	-1
18589	11951	331.97223	36	757.5	801.5	24966	-1
18590	9559	308.35483	31	772.5	814.5	24966	-1
18591	2242	172.46153	13	1286.5	801.5	24970	-1
18592	1702.0001	154.72728	11	122.5	824.5	24971	-1
18593	50666	422.21667	120	375	824	24972	-1
18594	1837	167	11	848	827	24973	-1
18595	6230	159.74359	39	618.5	842	24976	-1
18596	3043	160.1579	19	625.5	857.5	24976	-1
